配置编号,Background数量,块大小,调度器模式,具体配置,运行次数,Sustained吞吐量,Burst延迟(μs),突发轮次,queue_MB均值,queue_MB峰值,完成时间
21,16,1024K,duet_same,duet_same(16777216),1,7.273GB/s,2217.97,266,14.78,16.91,2026年 05月 21日 星期四 08:17:26 CST
21,16,1024K,duet_same,duet_same(8388608),1,7.268GB/s,1125.7,266,7.66,8.52,2026年 05月 21日 星期四 08:18:27 CST
21,16,1024K,duet_same,duet_same(4194304),1,7.271GB/s,571.85,271,3.74,4.33,2026年 05月 21日 星期四 08:19:28 CST
21,16,1024K,duet_same,duet_same(2097152),1,7.251GB/s,282.55,271,1.67,2.23,2026年 05月 21日 星期四 08:20:29 CST
21,16,1024K,duet_same,duet_same(1048576),1,6.831GB/s,165.12,271,0.84,1.18,2026年 05月 21日 星期四 08:21:31 CST
21,16,1024K,duet_dual,duet_dual(2097152/1048576),1,7.218GB/s,181.71,271,1.65,2.23,2026年 05月 21日 星期四 08:22:32 CST
21,16,1024K,duet_dual,duet_dual(2097152/524288),1,7.193GB/s,119.81,273,1.59,2.23,2026年 05月 21日 星期四 08:23:33 CST
21,16,1024K,duet_dual,duet_dual(2097152/262144),1,7.186GB/s,96.67,274,1.69,2.23,2026年 05月 21日 星期四 08:24:34 CST
21,16,1024K,none,none,2,7.532GB/s,5529.95,266,N/A,N/A,2026年 05月 21日 星期四 08:25:21 CST
21,16,1024K,bfq,bfq,2,7.301GB/s,3934.95,266,30.04,33.55,2026年 05月 21日 星期四 08:26:03 CST
21,16,1024K,duet_same,duet_same(16777216),2,7.273GB/s,2214.61,266,14.74,16.91,2026年 05月 21日 星期四 08:27:04 CST
21,16,1024K,duet_same,duet_same(8388608),2,7.275GB/s,1122.58,266,7.36,8.52,2026年 05月 21日 星期四 08:28:05 CST
21,16,1024K,duet_same,duet_same(4194304),2,7.268GB/s,567.87,271,3.74,4.33,2026年 05月 21日 星期四 08:29:06 CST
21,16,1024K,duet_same,duet_same(2097152),2,7.239GB/s,292.46,271,1.67,2.23,2026年 05月 21日 星期四 08:30:07 CST
21,16,1024K,duet_same,duet_same(1048576),2,6.811GB/s,164.47,271,0.77,1.18,2026年 05月 21日 星期四 08:31:08 CST
21,16,1024K,duet_dual,duet_dual(2097152/1048576),2,7.259GB/s,167.35,271,1.65,2.23,2026年 05月 21日 星期四 08:32:09 CST
21,16,1024K,duet_dual,duet_dual(2097152/524288),2,7.233GB/s,120.16,273,1.65,2.23,2026年 05月 21日 星期四 08:33:11 CST
21,16,1024K,duet_dual,duet_dual(2097152/262144),2,7.194GB/s,100.14,274,1.69,2.23,2026年 05月 21日 星期四 08:34:12 CST
21,16,1024K,none,none,3,7.532GB/s,6269.58,266,N/A,N/A,2026年 05月 21日 星期四 08:34:59 CST
21,16,1024K,bfq,bfq,3,7.303GB/s,3945.56,266,28.01,33.69,2026年 05月 21日 星期四 08:35:40 CST
21,16,1024K,duet_same,duet_same(16777216),3,7.282GB/s,2224.73,266,14.34,16.91,2026年 05月 21日 星期四 08:36:41 CST
21,16,1024K,duet_same,duet_same(8388608),3,7.278GB/s,1116.12,266,7.33,8.52,2026年 05月 21日 星期四 08:37:43 CST
21,16,1024K,duet_same,duet_same(4194304),3,7.263GB/s,564.89,271,3.72,4.33,2026年 05月 21日 星期四 08:38:44 CST
21,16,1024K,duet_same,duet_same(2097152),3,7.230GB/s,297.89,271,1.71,2.23,2026年 05月 21日 星期四 08:39:45 CST
21,16,1024K,duet_same,duet_same(1048576),3,6.810GB/s,166.52,271,0.74,1.18,2026年 05月 21日 星期四 08:40:46 CST
21,16,1024K,duet_dual,duet_dual(2097152/1048576),3,7.237GB/s,182.61,271,1.54,2.23,2026年 05月 21日 星期四 08:41:47 CST
21,16,1024K,duet_dual,duet_dual(2097152/524288),3,7.254GB/s,126.56,273,1.67,2.23,2026年 05月 21日 星期四 08:42:49 CST
21,16,1024K,duet_dual,duet_dual(2097152/262144),3,7.185GB/s,96.25,275,1.4,2.23,2026年 05月 21日 星期四 08:43:50 CST
22,16,4096K,none,none,1,7.530GB/s,17764.66,265,N/A,N/A,2026年 05月 21日 星期四 08:44:42 CST
22,16,4096K,bfq,bfq,1,7.314GB/s,3842.53,266,29.27,34.78,2026年 05月 21日 星期四 08:45:23 CST
22,16,4096K,duet_same,duet_same(16777216),1,7.283GB/s,2223.15,266,14.02,16.91,2026年 05月 21日 星期四 08:46:24 CST
22,16,4096K,duet_same,duet_same(8388608),1,7.269GB/s,1108.6,267,7.04,8.52,2026年 05月 21日 星期四 08:47:26 CST
22,16,4096K,duet_same,duet_same(4194304),1,7.236GB/s,561.3,271,3.51,4.33,2026年 05月 21日 星期四 08:48:27 CST
22,16,4096K,duet_same,duet_same(2097152),1,7.100GB/s,303.88,271,1.64,2.23,2026年 05月 21日 星期四 08:49:28 CST
22,16,4096K,duet_same,duet_same(1048576),1,6.947GB/s,160.54,271,0.75,1.18,2026年 05月 21日 星期四 08:50:29 CST
22,16,4096K,duet_dual,duet_dual(2097152/1048576),1,7.129GB/s,180.32,271,1.55,2.23,2026年 05月 21日 星期四 08:51:30 CST
22,16,4096K,duet_dual,duet_dual(2097152/524288),1,7.105GB/s,119.43,274,1.39,2.23,2026年 05月 21日 星期四 08:52:31 CST
22,16,4096K,duet_dual,duet_dual(2097152/262144),1,7.105GB/s,93.98,274,1.38,2.23,2026年 05月 21日 星期四 08:53:32 CST
22,16,4096K,none,none,2,7.530GB/s,28541.99,198,N/A,N/A,2026年 05月 21日 星期四 08:54:19 CST
22,16,4096K,bfq,bfq,2,7.311GB/s,3836.8,266,28.52,35.32,2026年 05月 21日 星期四 08:55:01 CST
22,16,4096K,duet_same,duet_same(16777216),2,7.286GB/s,2215.3,266,14.14,16.91,2026年 05月 21日 星期四 08:56:02 CST
22,16,4096K,duet_same,duet_same(8388608),2,7.272GB/s,1116.93,267,7.06,8.52,2026年 05月 21日 星期四 08:57:03 CST
22,16,4096K,duet_same,duet_same(4194304),2,7.233GB/s,547.51,271,3.48,4.33,2026年 05月 21日 星期四 08:58:04 CST
22,16,4096K,duet_same,duet_same(2097152),2,7.107GB/s,302.8,271,1.62,2.23,2026年 05月 21日 星期四 08:59:05 CST
22,16,4096K,duet_same,duet_same(1048576),2,6.935GB/s,179.64,271,0.79,1.18,2026年 05月 21日 星期四 09:00:06 CST
22,16,4096K,duet_dual,duet_dual(2097152/1048576),2,7.109GB/s,179.43,271,1.73,2.23,2026年 05月 21日 星期四 09:01:07 CST
22,16,4096K,duet_dual,duet_dual(2097152/524288),2,7.120GB/s,135.52,274,1.63,2.23,2026年 05月 21日 星期四 09:02:08 CST
22,16,4096K,duet_dual,duet_dual(2097152/262144),2,7.110GB/s,99.86,274,1.72,2.23,2026年 05月 21日 星期四 09:03:09 CST
22,16,4096K,none,none,3,7.532GB/s,14808.88,265,N/A,N/A,2026年 05月 21日 星期四 09:03:56 CST
22,16,4096K,bfq,bfq,3,7.308GB/s,3876.48,266,29.82,34.48,2026年 05月 21日 星期四 09:04:38 CST
22,16,4096K,duet_same,duet_same(16777216),3,7.287GB/s,2224.49,266,14.68,16.91,2026年 05月 21日 星期四 09:05:39 CST
22,16,4096K,duet_same,duet_same(8388608),3,7.268GB/s,1121.62,267,6.69,8.52,2026年 05月 21日 星期四 09:06:40 CST
22,16,4096K,duet_same,duet_same(4194304),3,7.222GB/s,558.38,271,3.02,4.33,2026年 05月 21日 星期四 09:07:41 CST
22,16,4096K,duet_same,duet_same(2097152),3,7.119GB/s,299.54,271,1.54,2.23,2026年 05月 21日 星期四 09:08:42 CST
22,16,4096K,duet_same,duet_same(1048576),3,6.904GB/s,180.12,271,0.78,1.18,2026年 05月 21日 星期四 09:09:43 CST
22,16,4096K,duet_dual,duet_dual(2097152/1048576),3,7.089GB/s,179.2,271,1.41,2.23,2026年 05月 21日 星期四 09:10:44 CST
22,16,4096K,duet_dual,duet_dual(2097152/524288),3,7.111GB/s,117.83,274,1.66,2.23,2026年 05月 21日 星期四 09:11:45 CST
22,16,4096K,duet_dual,duet_dual(2097152/262144),3,7.118GB/s,99.2,274,1.71,2.23,2026年 05月 21日 星期四 09:12:46 CST
23,16,4K,none,none,1,3.875GB/s,83.57,275,N/A,N/A,2026年 05月 21日 星期四 09:13:38 CST
23,16,4K,bfq,bfq,1,1.756GB/s,81.76,275,0.08,0.13,2026年 05月 21日 星期四 09:14:20 CST
23,16,4K,duet_same,duet_same(16777216),1,1.789GB/s,82.44,275,0.07,0.14,2026年 05月 21日 星期四 09:15:21 CST
23,16,4K,duet_same,duet_same(8388608),1,1.757GB/s,79.86,275,0.08,0.12,2026年 05月 21日 星期四 09:16:22 CST
23,16,4K,duet_same,duet_same(4194304),1,1.773GB/s,83.24,275,0.08,0.25,2026年 05月 21日 星期四 09:17:23 CST
23,16,4K,duet_same,duet_same(2097152),1,1.780GB/s,81.13,275,0.08,0.13,2026年 05月 21日 星期四 09:18:24 CST
23,16,4K,duet_same,duet_same(1048576),1,1.755GB/s,85.88,275,0.07,0.13,2026年 05月 21日 星期四 09:19:25 CST
23,16,4K,duet_dual,duet_dual(2097152/1048576),1,1.788GB/s,80.32,275,0.07,0.12,2026年 05月 21日 星期四 09:20:26 CST
23,16,4K,duet_dual,duet_dual(2097152/524288),1,1.773GB/s,82.01,275,0.08,0.25,2026年 05月 21日 星期四 09:21:27 CST
23,16,4K,duet_dual,duet_dual(2097152/262144),1,1.781GB/s,81.42,275,0.07,0.15,2026年 05月 21日 星期四 09:22:28 CST
23,16,4K,none,none,2,3.875GB/s,82.48,275,N/A,N/A,2026年 05月 21日 星期四 09:23:15 CST
23,16,4K,bfq,bfq,2,1.769GB/s,82.41,275,0.08,0.17,2026年 05月 21日 星期四 09:23:57 CST
23,16,4K,duet_same,duet_same(16777216),2,1.761GB/s,83.76,275,0.07,0.21,2026年 05月 21日 星期四 09:24:58 CST
23,16,4K,duet_same,duet_same(8388608),2,1.777GB/s,80.78,275,0.07,0.12,2026年 05月 21日 星期四 09:25:59 CST
23,16,4K,duet_same,duet_same(4194304),2,1.782GB/s,82.15,275,0.07,0.11,2026年 05月 21日 星期四 09:27:00 CST
23,16,4K,duet_same,duet_same(2097152),2,1.761GB/s,83.48,275,0.08,0.13,2026年 05月 21日 星期四 09:28:01 CST
23,16,4K,duet_same,duet_same(1048576),2,1.759GB/s,82.72,275,0.07,0.12,2026年 05月 21日 星期四 09:29:02 CST
23,16,4K,duet_dual,duet_dual(2097152/1048576),2,1.772GB/s,82.23,275,0.07,0.11,2026年 05月 21日 星期四 09:30:03 CST
23,16,4K,duet_dual,duet_dual(2097152/524288),2,1.760GB/s,80.89,275,0.08,0.13,2026年 05月 21日 星期四 09:31:04 CST
23,16,4K,duet_dual,duet_dual(2097152/262144),2,1.785GB/s,79.94,275,0.07,0.2,2026年 05月 21日 星期四 09:32:05 CST
23,16,4K,none,none,3,3.875GB/s,82.67,275,N/A,N/A,2026年 05月 21日 星期四 09:32:52 CST
23,16,4K,bfq,bfq,3,1.764GB/s,80.59,275,0.08,0.13,2026年 05月 21日 星期四 09:33:34 CST
23,16,4K,duet_same,duet_same(16777216),3,1.751GB/s,79.85,275,0.08,0.12,2026年 05月 21日 星期四 09:34:35 CST
23,16,4K,duet_same,duet_same(8388608),3,1.769GB/s,82.32,275,0.08,0.13,2026年 05月 21日 星期四 09:35:36 CST
23,16,4K,duet_same,duet_same(4194304),3,1.785GB/s,79.26,275,0.08,0.13,2026年 05月 21日 星期四 09:36:37 CST
23,16,4K,duet_same,duet_same(2097152),3,1.762GB/s,82.38,275,0.07,0.13,2026年 05月 21日 星期四 09:37:38 CST
23,16,4K,duet_same,duet_same(1048576),3,1.767GB/s,81.85,275,0.07,0.11,2026年 05月 21日 星期四 09:38:39 CST
23,16,4K,duet_dual,duet_dual(2097152/1048576),3,1.755GB/s,85.8,275,0.07,0.13,2026年 05月 21日 星期四 09:39:40 CST
23,16,4K,duet_dual,duet_dual(2097152/524288),3,1.763GB/s,83.26,275,0.07,0.11,2026年 05月 21日 星期四 09:40:41 CST
23,16,4K,duet_dual,duet_dual(2097152/262144),3,1.766GB/s,80.64,275,0.08,0.12,2026年 05月 21日 星期四 09:41:42 CST
24,16,16K,none,none,1,5.853GB/s,202.31,271,N/A,N/A,2026年 05月 21日 星期四 09:42:34 CST
24,16,16K,bfq,bfq,1,5.695GB/s,179.27,271,0.93,1.05,2026年 05月 21日 星期四 09:43:16 CST
24,16,16K,duet_same,duet_same(16777216),1,5.695GB/s,176.84,271,0.92,1.05,2026年 05月 21日 星期四 09:44:17 CST
24,16,16K,duet_same,duet_same(8388608),1,5.643GB/s,179.76,271,0.94,1.05,2026年 05月 21日 星期四 09:45:18 CST
24,16,16K,duet_same,duet_same(4194304),1,5.664GB/s,179.58,271,0.91,1.05,2026年 05月 21日 星期四 09:46:19 CST
24,16,16K,duet_same,duet_same(2097152),1,5.712GB/s,177.81,271,0.94,1.05,2026年 05月 21日 星期四 09:47:20 CST
24,16,16K,duet_same,duet_same(1048576),1,5.661GB/s,181.74,271,0.91,1.05,2026年 05月 21日 星期四 09:48:21 CST
24,16,16K,duet_dual,duet_dual(2097152/1048576),1,5.675GB/s,180.25,271,0.92,1.05,2026年 05月 21日 星期四 09:49:22 CST
24,16,16K,duet_dual,duet_dual(2097152/524288),1,5.707GB/s,141.5,271,0.94,1.05,2026年 05月 21日 星期四 09:50:23 CST
24,16,16K,duet_dual,duet_dual(2097152/262144),1,5.689GB/s,133.6,271,0.92,1.05,2026年 05月 21日 星期四 09:51:24 CST
24,16,16K,none,none,2,5.890GB/s,201.14,271,N/A,N/A,2026年 05月 21日 星期四 09:52:11 CST
24,16,16K,bfq,bfq,2,5.708GB/s,179.38,271,0.94,1.05,2026年 05月 21日 星期四 09:52:53 CST
24,16,16K,duet_same,duet_same(16777216),2,5.683GB/s,179.09,271,0.94,1.05,2026年 05月 21日 星期四 09:53:54 CST
24,16,16K,duet_same,duet_same(8388608),2,5.662GB/s,181.26,271,0.93,1.05,2026年 05月 21日 星期四 09:54:55 CST
24,16,16K,duet_same,duet_same(4194304),2,5.695GB/s,182.65,271,0.94,1.05,2026年 05月 21日 星期四 09:55:56 CST
24,16,16K,duet_same,duet_same(2097152),2,5.678GB/s,177.66,271,0.91,1.05,2026年 05月 21日 星期四 09:56:57 CST
24,16,16K,duet_same,duet_same(1048576),2,5.668GB/s,179.51,271,0.94,1.05,2026年 05月 21日 星期四 09:57:58 CST
24,16,16K,duet_dual,duet_dual(2097152/1048576),2,5.706GB/s,178.72,271,0.94,1.05,2026年 05月 21日 星期四 09:58:59 CST
24,16,16K,duet_dual,duet_dual(2097152/524288),2,5.683GB/s,143.44,271,0.94,1.05,2026年 05月 21日 星期四 10:00:00 CST
24,16,16K,duet_dual,duet_dual(2097152/262144),2,5.707GB/s,134.22,271,0.91,1.05,2026年 05月 21日 星期四 10:01:01 CST
24,16,16K,none,none,3,5.944GB/s,198.01,271,N/A,N/A,2026年 05月 21日 星期四 10:01:48 CST
24,16,16K,bfq,bfq,3,5.697GB/s,178.75,271,0.92,1.05,2026年 05月 21日 星期四 10:02:30 CST
24,16,16K,duet_same,duet_same(16777216),3,5.664GB/s,180.67,271,0.91,1.05,2026年 05月 21日 星期四 10:03:31 CST
24,16,16K,duet_same,duet_same(8388608),3,5.648GB/s,181.93,271,0.94,1.05,2026年 05月 21日 星期四 10:04:32 CST
24,16,16K,duet_same,duet_same(4194304),3,5.659GB/s,181.62,271,0.94,1.05,2026年 05月 21日 星期四 10:05:33 CST
24,16,16K,duet_same,duet_same(2097152),3,5.697GB/s,181.23,271,0.94,1.05,2026年 05月 21日 星期四 10:06:34 CST
24,16,16K,duet_same,duet_same(1048576),3,5.689GB/s,181.99,271,0.94,1.05,2026年 05月 21日 星期四 10:07:35 CST
24,16,16K,duet_dual,duet_dual(2097152/1048576),3,5.738GB/s,179.69,271,0.95,1.05,2026年 05月 21日 星期四 10:08:36 CST
24,16,16K,duet_dual,duet_dual(2097152/524288),3,5.671GB/s,141.77,271,0.94,1.05,2026年 05月 21日 星期四 10:09:37 CST
24,16,16K,duet_dual,duet_dual(2097152/262144),3,5.670GB/s,134.44,271,0.91,1.05,2026年 05月 21日 星期四 10:10:38 CST
