配置编号,Background数量,块大小,调度器模式,具体配置,运行次数,Sustained吞吐量,Burst延迟(μs),突发轮次,完成时间
4,8,256K,duet_dual,duet_dual(4194304/3145728),1,11.703GB/s,210.03,271,2025年 08月 08日 星期五 21:23:53 CST
4,8,256K,duet_dual,duet_dual(4194304/2097152),1,10.844GB/s,163.50,272,2025年 08月 08日 星期五 21:24:35 CST
4,8,256K,duet_dual,duet_dual(4194304/1048576),1,11.274GB/s,133.13,274,2025年 08月 08日 星期五 21:25:17 CST
4,8,256K,none,none,2,13.958GB/s,577.65,271,2025年 08月 08日 星期五 21:26:04 CST
4,8,256K,bfq,bfq,2,11.811GB/s,596.90,271,2025年 08月 08日 星期五 21:26:46 CST
4,8,256K,duet_same,duet_same(16777216),2,11.918GB/s,593.32,271,2025年 08月 08日 星期五 21:27:28 CST
4,8,256K,duet_same,duet_same(8388608),2,11.811GB/s,592.74,271,2025年 08月 08日 星期五 21:28:10 CST
4,8,256K,duet_same,duet_same(4194304),2,12.670GB/s,275.70,271,2025年 08月 08日 星期五 21:28:52 CST
4,8,256K,duet_same,duet_same(2097152),2,10.062GB/s,167.41,272,2025年 08月 08日 星期五 21:29:34 CST
4,8,256K,duet_same,duet_same(1048576),2,6.439GB/s,134.34,273,2025年 08月 08日 星期五 21:30:15 CST
4,8,256K,duet_dual,duet_dual(4194304/3145728),2,12.240GB/s,197.86,271,2025年 08月 08日 星期五 21:30:57 CST
4,8,256K,duet_dual,duet_dual(4194304/2097152),2,12.240GB/s,146.85,273,2025年 08月 08日 星期五 21:31:39 CST
4,8,256K,duet_dual,duet_dual(4194304/1048576),2,10.619GB/s,136.21,273,2025年 08月 08日 星期五 21:32:21 CST
4,8,256K,none,none,3,13.958GB/s,581.46,271,2025年 08月 08日 星期五 21:33:08 CST
4,8,256K,bfq,bfq,3,11.811GB/s,598.63,271,2025年 08月 08日 星期五 21:33:50 CST
4,8,256K,duet_same,duet_same(16777216),3,11.703GB/s,602.90,271,2025年 08月 08日 星期五 21:34:32 CST
4,8,256K,duet_same,duet_same(8388608),3,11.918GB/s,588.54,271,2025年 08月 08日 星期五 21:35:14 CST
4,8,256K,duet_same,duet_same(4194304),3,12.777GB/s,273.19,271,2025年 08月 08日 星期五 21:35:56 CST
4,8,256K,duet_same,duet_same(2097152),3,10.490GB/s,153.01,272,2025年 08月 08日 星期五 21:36:38 CST
4,8,256K,duet_same,duet_same(1048576),3,6.446GB/s,130.68,273,2025年 08月 08日 星期五 21:37:20 CST
4,8,256K,duet_dual,duet_dual(4194304/3145728),3,11.489GB/s,216.04,271,2025年 08月 08日 星期五 21:38:01 CST
4,8,256K,duet_dual,duet_dual(4194304/2097152),3,10.737GB/s,172.28,272,2025年 08月 08日 星期五 21:38:43 CST
4,8,256K,duet_dual,duet_dual(4194304/1048576),3,11.274GB/s,129.19,274,2025年 08月 08日 星期五 21:39:25 CST
5,8,1M,none,none,1,11.489GB/s,2719.57,266,2025年 08月 08日 星期五 21:40:17 CST
5,8,1M,bfq,bfq,1,10.844GB/s,2709.54,266,2025年 08月 08日 星期五 21:40:59 CST
5,8,1M,duet_same,duet_same(16777216),1,12.348GB/s,1172.89,267,2025年 08月 08日 星期五 21:41:41 CST
5,8,1M,duet_same,duet_same(8388608),1,11.811GB/s,610.17,271,2025年 08月 08日 星期五 21:42:23 CST
5,8,1M,duet_same,duet_same(4194304),1,10.844GB/s,308.50,271,2025年 08月 08日 星期五 21:43:05 CST
5,8,1M,duet_same,duet_same(2097152),1,9.771GB/s,162.40,272,2025年 08月 08日 星期五 21:43:47 CST
5,8,1M,duet_same,duet_same(1048576),1,7.876GB/s,138.93,272,2025年 08月 08日 星期五 21:44:29 CST
5,8,1M,duet_dual,duet_dual(4194304/3145728),1,10.844GB/s,239.18,271,2025年 08月 08日 星期五 21:45:11 CST
5,8,1M,duet_dual,duet_dual(4194304/2097152),1,10.952GB/s,187.10,271,2025年 08月 08日 星期五 21:45:53 CST
5,8,1M,duet_dual,duet_dual(4194304/1048576),1,10.952GB/s,157.90,273,2025年 08月 08日 星期五 21:46:35 CST
5,8,1M,none,none,2,11.918GB/s,2643.45,266,2025年 08月 08日 星期五 21:47:22 CST
5,8,1M,bfq,bfq,2,10.844GB/s,2728.07,266,2025年 08月 08日 星期五 21:48:04 CST
5,8,1M,duet_same,duet_same(16777216),2,12.455GB/s,1163.80,267,2025年 08月 08日 星期五 21:48:45 CST
5,8,1M,duet_same,duet_same(8388608),2,12.670GB/s,541.06,271,2025年 08月 08日 星期五 21:49:27 CST
5,8,1M,duet_same,duet_same(4194304),2,10.737GB/s,305.73,271,2025年 08月 08日 星期五 21:50:09 CST
5,8,1M,duet_same,duet_same(2097152),2,9.900GB/s,169.98,272,2025年 08月 08日 星期五 21:50:51 CST
5,8,1M,duet_same,duet_same(1048576),2,7.982GB/s,141.21,272,2025年 08月 08日 星期五 21:51:33 CST
5,8,1M,duet_dual,duet_dual(4194304/3145728),2,10.952GB/s,242.05,271,2025年 08月 08日 星期五 21:52:15 CST
5,8,1M,duet_dual,duet_dual(4194304/2097152),2,10.952GB/s,186.76,271,2025年 08月 08日 星期五 21:52:57 CST
5,8,1M,duet_dual,duet_dual(4194304/1048576),2,10.844GB/s,148.13,273,2025年 08月 08日 星期五 21:53:39 CST
5,8,1M,none,none,3,12.133GB/s,2606.13,266,2025年 08月 08日 星期五 21:54:26 CST
5,8,1M,bfq,bfq,3,10.737GB/s,2735.59,266,2025年 08月 08日 星期五 21:55:08 CST
5,8,1M,duet_same,duet_same(16777216),3,12.455GB/s,1159.85,267,2025年 08月 08日 星期五 21:55:50 CST
5,8,1M,duet_same,duet_same(8388608),3,11.918GB/s,594.25,271,2025年 08月 08日 星期五 21:56:32 CST
5,8,1M,duet_same,duet_same(4194304),3,10.844GB/s,310.22,271,2025年 08月 08日 星期五 21:57:14 CST
5,8,1M,duet_same,duet_same(2097152),3,9.655GB/s,164.20,272,2025年 08月 08日 星期五 21:57:56 CST
5,8,1M,duet_same,duet_same(1048576),3,8.034GB/s,142.90,273,2025年 08月 08日 星期五 21:58:38 CST
5,8,1M,duet_dual,duet_dual(4194304/3145728),3,10.844GB/s,243.23,271,2025年 08月 08日 星期五 21:59:20 CST
5,8,1M,duet_dual,duet_dual(4194304/2097152),3,10.952GB/s,186.05,271,2025年 08月 08日 星期五 22:00:02 CST
5,8,1M,duet_dual,duet_dual(4194304/1048576),3,12.133GB/s,133.44,274,2025年 08月 08日 星期五 22:00:44 CST
6,8,4M,none,none,1,10.844GB/s,9206.95,265,2025年 08月 08日 星期五 22:01:36 CST
6,8,4M,bfq,bfq,1,10.587GB/s,2722.04,266,2025年 08月 08日 星期五 22:02:17 CST
6,8,4M,duet_same,duet_same(16777216),1,11.166GB/s,1354.38,266,2025年 08月 08日 星期五 22:02:59 CST
6,8,4M,duet_same,duet_same(8388608),1,11.274GB/s,627.94,271,2025年 08月 08日 星期五 22:03:41 CST
6,8,4M,duet_same,duet_same(4194304),1,10.844GB/s,308.22,271,2025年 08月 08日 星期五 22:04:23 CST
6,8,4M,duet_same,duet_same(2097152),1,9.515GB/s,185.96,271,2025年 08月 08日 星期五 22:05:05 CST
6,8,4M,duet_same,duet_same(1048576),1,8.557GB/s,157.71,272,2025年 08月 08日 星期五 22:05:47 CST
6,8,4M,duet_dual,duet_dual(4194304/3145728),1,10.844GB/s,239.89,271,2025年 08月 08日 星期五 22:06:29 CST
6,8,4M,duet_dual,duet_dual(4194304/2097152),1,10.844GB/s,192.97,271,2025年 08月 08日 星期五 22:07:11 CST
6,8,4M,duet_dual,duet_dual(4194304/1048576),1,10.844GB/s,164.68,272,2025年 08月 08日 星期五 22:07:53 CST
6,8,4M,none,none,2,10.737GB/s,9004.8,265,2025年 08月 08日 星期五 22:08:40 CST
6,8,4M,bfq,bfq,2,10.587GB/s,2732.08,266,2025年 08月 08日 星期五 22:09:22 CST
6,8,4M,duet_same,duet_same(16777216),2,11.166GB/s,1329.42,267,2025年 08月 08日 星期五 22:10:04 CST
6,8,4M,duet_same,duet_same(8388608),2,11.274GB/s,627.40,271,2025年 08月 08日 星期五 22:10:46 CST
6,8,4M,duet_same,duet_same(4194304),2,10.844GB/s,309.11,271,2025年 08月 08日 星期五 22:11:27 CST
6,8,4M,duet_same,duet_same(2097152),2,9.477GB/s,196.75,271,2025年 08月 08日 星期五 22:12:09 CST
6,8,4M,duet_same,duet_same(1048576),2,8.531GB/s,155.71,272,2025年 08月 08日 星期五 22:12:51 CST
6,8,4M,duet_dual,duet_dual(4194304/3145728),2,10.844GB/s,245.39,271,2025年 08月 08日 星期五 22:13:33 CST
6,8,4M,duet_dual,duet_dual(4194304/2097152),2,10.844GB/s,193.19,271,2025年 08月 08日 星期五 22:14:15 CST
6,8,4M,duet_dual,duet_dual(4194304/1048576),2,10.737GB/s,158.26,272,2025年 08月 08日 星期五 22:14:57 CST
6,8,4M,none,none,3,10.737GB/s,8580.57,264,2025年 08月 08日 星期五 22:15:44 CST
6,8,4M,bfq,bfq,3,10.565GB/s,2705.24,266,2025年 08月 08日 星期五 22:16:26 CST
6,8,4M,duet_same,duet_same(16777216),3,11.059GB/s,1337.13,266,2025年 08月 08日 星期五 22:17:08 CST
6,8,4M,duet_same,duet_same(8388608),3,11.166GB/s,607.39,271,2025年 08月 08日 星期五 22:17:50 CST
6,8,4M,duet_same,duet_same(4194304),3,10.672GB/s,301.47,271,2025年 08月 08日 星期五 22:18:32 CST
6,8,4M,duet_same,duet_same(2097152),3,9.551GB/s,187.64,271,2025年 08月 08日 星期五 22:19:14 CST
6,8,4M,duet_same,duet_same(1048576),3,8.508GB/s,154.84,272,2025年 08月 08日 星期五 22:19:56 CST
6,8,4M,duet_dual,duet_dual(4194304/3145728),3,10.844GB/s,242.80,271,2025年 08月 08日 星期五 22:20:38 CST
6,8,4M,duet_dual,duet_dual(4194304/2097152),3,10.844GB/s,197.16,271,2025年 08月 08日 星期五 22:21:20 CST
6,8,4M,duet_dual,duet_dual(4194304/1048576),3,10.737GB/s,167.51,272,2025年 08月 08日 星期五 22:22:01 CST
7,16,4K,none,none,1,4.184GB/s,98.09,275,2025年 08月 08日 星期五 22:22:53 CST
7,16,4K,bfq,bfq,1,2.078GB/s,124.43,274,2025年 08月 08日 星期五 22:23:35 CST
7,16,4K,duet_same,duet_same(16777216),1,1.782GB/s,126.78,273,2025年 08月 08日 星期五 22:24:18 CST
7,16,4K,duet_same,duet_same(8388608),1,1.847GB/s,127.54,273,2025年 08月 08日 星期五 22:25:00 CST
7,16,4K,duet_same,duet_same(4194304),1,1.915GB/s,127.01,273,2025年 08月 08日 星期五 22:25:43 CST
7,16,4K,duet_same,duet_same(2097152),1,1.937GB/s,129.21,273,2025年 08月 08日 星期五 22:26:25 CST
7,16,4K,duet_same,duet_same(1048576),1,1.911GB/s,128.06,273,2025年 08月 08日 星期五 22:27:07 CST
7,16,4K,duet_dual,duet_dual(4194304/3145728),1,1.923GB/s,127.54,273,2025年 08月 08日 星期五 22:27:50 CST
7,16,4K,duet_dual,duet_dual(4194304/2097152),1,1.814GB/s,127.69,273,2025年 08月 08日 星期五 22:28:32 CST
7,16,4K,duet_dual,duet_dual(4194304/1048576),1,1.988GB/s,127.75,273,2025年 08月 08日 星期五 22:29:15 CST
7,16,4K,none,none,2,4.085GB/s,98.96,275,2025年 08月 08日 星期五 22:30:02 CST
7,16,4K,bfq,bfq,2,2.077GB/s,123.02,274,2025年 08月 08日 星期五 22:30:44 CST
7,16,4K,duet_same,duet_same(16777216),2,1.831GB/s,129.10,273,2025年 08月 08日 星期五 22:31:26 CST
7,16,4K,duet_same,duet_same(8388608),2,2.054GB/s,123.90,273,2025年 08月 08日 星期五 22:32:09 CST
7,16,4K,duet_same,duet_same(4194304),2,1.876GB/s,126.39,273,2025年 08月 08日 星期五 22:32:51 CST
7,16,4K,duet_same,duet_same(2097152),2,2.092GB/s,122.52,274,2025年 08月 08日 星期五 22:33:34 CST
7,16,4K,duet_same,duet_same(1048576),2,1.846GB/s,126.88,273,2025年 08月 08日 星期五 22:34:17 CST
7,16,4K,duet_dual,duet_dual(4194304/3145728),2,2.096GB/s,122.11,274,2025年 08月 08日 星期五 22:34:59 CST
7,16,4K,duet_dual,duet_dual(4194304/2097152),2,2.060GB/s,129.52,273,2025年 08月 08日 星期五 22:35:41 CST
7,16,4K,duet_dual,duet_dual(4194304/1048576),2,1.901GB/s,126.70,273,2025年 08月 08日 星期五 22:36:24 CST
7,16,4K,none,none,3,4.185GB/s,94.26,275,2025年 08月 08日 星期五 22:37:12 CST
7,16,4K,bfq,bfq,3,1.823GB/s,126.71,273,2025年 08月 08日 星期五 22:37:54 CST
7,16,4K,duet_same,duet_same(16777216),3,1.912GB/s,128.65,273,2025年 08月 08日 星期五 22:38:36 CST
7,16,4K,duet_same,duet_same(8388608),3,1.914GB/s,127.56,273,2025年 08月 08日 星期五 22:39:19 CST
7,16,4K,duet_same,duet_same(4194304),3,1.918GB/s,125.99,273,2025年 08月 08日 星期五 22:40:01 CST
7,16,4K,duet_same,duet_same(2097152),3,1.906GB/s,124.79,273,2025年 08月 08日 星期五 22:40:44 CST
7,16,4K,duet_same,duet_same(1048576),3,1.800GB/s,127.49,273,2025年 08月 08日 星期五 22:41:26 CST
7,16,4K,duet_dual,duet_dual(4194304/3145728),3,1.938GB/s,125.99,273,2025年 08月 08日 星期五 22:42:09 CST
7,16,4K,duet_dual,duet_dual(4194304/2097152),3,1.845GB/s,127.75,273,2025年 08月 08日 星期五 22:42:51 CST
7,16,4K,duet_dual,duet_dual(4194304/1048576),3,1.821GB/s,126.87,273,2025年 08月 08日 星期五 22:43:34 CST
8,16,16K,none,none,1,8.894GB/s,101.04,275,2025年 08月 08日 星期五 22:44:26 CST
8,16,16K,bfq,bfq,1,7.298GB/s,132.37,274,2025年 08月 08日 星期五 22:45:08 CST
8,16,16K,duet_same,duet_same(16777216),1,7.420GB/s,134.14,273,2025年 08月 08日 星期五 22:45:50 CST
8,16,16K,duet_same,duet_same(8388608),1,7.116GB/s,147.68,273,2025年 08月 08日 星期五 22:46:33 CST
8,16,16K,duet_same,duet_same(4194304),1,7.284GB/s,139.04,273,2025年 08月 08日 星期五 22:47:16 CST
8,16,16K,duet_same,duet_same(2097152),1,7.377GB/s,136.02,273,2025年 08月 08日 星期五 22:47:58 CST
8,16,16K,duet_same,duet_same(1048576),1,7.567GB/s,127.95,274,2025年 08月 08日 星期五 22:48:40 CST
8,16,16K,duet_dual,duet_dual(4194304/3145728),1,7.180GB/s,146.74,273,2025年 08月 08日 星期五 22:49:23 CST
8,16,16K,duet_dual,duet_dual(4194304/2097152),1,7.408GB/s,133.40,274,2025年 08月 08日 星期五 22:50:05 CST
8,16,16K,duet_dual,duet_dual(4194304/1048576),1,7.273GB/s,136.52,273,2025年 08月 08日 星期五 22:50:48 CST
8,16,16K,none,none,2,8.894GB/s,102.03,275,2025年 08月 08日 星期五 22:51:35 CST
8,16,16K,bfq,bfq,2,7.309GB/s,132.85,274,2025年 08月 08日 星期五 22:52:17 CST
8,16,16K,duet_same,duet_same(16777216),2,7.356GB/s,135.22,274,2025年 08月 08日 星期五 22:53:00 CST
8,16,16K,duet_same,duet_same(8388608),2,7.346GB/s,138.59,273,2025年 08月 08日 星期五 22:53:42 CST
8,16,16K,duet_same,duet_same(4194304),2,7.246GB/s,137.36,273,2025年 08月 08日 星期五 22:54:24 CST
8,16,16K,duet_same,duet_same(2097152),2,7.346GB/s,132.63,274,2025年 08月 08日 星期五 22:55:07 CST
8,16,16K,duet_same,duet_same(1048576),2,7.281GB/s,136.44,273,2025年 08月 08日 星期五 22:55:49 CST
8,16,16K,duet_dual,duet_dual(4194304/3145728),2,7.370GB/s,135.81,274,2025年 08月 08日 星期五 22:56:31 CST
8,16,16K,duet_dual,duet_dual(4194304/2097152),2,7.333GB/s,133.82,274,2025年 08月 08日 星期五 22:57:14 CST
8,16,16K,duet_dual,duet_dual(4194304/1048576),2,7.346GB/s,135.11,273,2025年 08月 08日 星期五 22:57:56 CST
8,16,16K,none,none,3,8.895GB/s,100.47,275,2025年 08月 08日 星期五 22:58:44 CST
8,16,16K,bfq,bfq,3,7.287GB/s,135.42,273,2025年 08月 08日 星期五 22:59:26 CST
8,16,16K,duet_same,duet_same(16777216),3,7.228GB/s,129.04,274,2025年 08月 08日 星期五 23:00:09 CST
8,16,16K,duet_same,duet_same(8388608),3,7.388GB/s,136.29,274,2025年 08月 08日 星期五 23:00:51 CST
8,16,16K,duet_same,duet_same(4194304),3,7.308GB/s,131.83,274,2025年 08月 08日 星期五 23:01:33 CST
8,16,16K,duet_same,duet_same(2097152),3,7.302GB/s,135.76,273,2025年 08月 08日 星期五 23:02:16 CST
8,16,16K,duet_same,duet_same(1048576),3,7.396GB/s,131.26,273,2025年 08月 08日 星期五 23:02:58 CST
8,16,16K,duet_dual,duet_dual(4194304/3145728),3,7.299GB/s,128.93,274,2025年 08月 08日 星期五 23:03:40 CST
8,16,16K,duet_dual,duet_dual(4194304/2097152),3,7.387GB/s,130.68,274,2025年 08月 08日 星期五 23:04:23 CST
8,16,16K,duet_dual,duet_dual(4194304/1048576),3,7.222GB/s,134.10,274,2025年 08月 08日 星期五 23:05:05 CST
9,16,64K,none,none,1,14.925GB/s,297.52,271,2025年 08月 08日 星期五 23:05:58 CST
9,16,64K,bfq,bfq,1,12.884GB/s,296.20,271,2025年 08月 08日 星期五 23:06:40 CST
9,16,64K,duet_same,duet_same(16777216),1,13.099GB/s,293.09,271,2025年 08月 08日 星期五 23:07:22 CST
9,16,64K,duet_same,duet_same(8388608),1,13.099GB/s,294.82,271,2025年 08月 08日 星期五 23:08:04 CST
9,16,64K,duet_same,duet_same(4194304),1,13.099GB/s,297.76,271,2025年 08月 08日 星期五 23:08:46 CST
9,16,64K,duet_same,duet_same(2097152),1,13.314GB/s,135.60,273,2025年 08月 08日 星期五 23:09:28 CST
9,16,64K,duet_same,duet_same(1048576),1,7.666GB/s,114.74,274,2025年 08月 08日 星期五 23:10:10 CST
9,16,64K,duet_dual,duet_dual(4194304/3145728),1,12.348GB/s,221.47,271,2025年 08月 08日 星期五 23:10:52 CST
9,16,64K,duet_dual,duet_dual(4194304/2097152),1,11.918GB/s,154.32,272,2025年 08月 08日 星期五 23:11:34 CST
9,16,64K,duet_dual,duet_dual(4194304/1048576),1,11.703GB/s,128.48,274,2025年 08月 08日 星期五 23:12:16 CST
9,16,64K,none,none,2,14.925GB/s,297.06,271,2025年 08月 08日 星期五 23:13:04 CST
9,16,64K,bfq,bfq,2,13.207GB/s,293.66,271,2025年 08月 08日 星期五 23:13:45 CST
9,16,64K,duet_same,duet_same(16777216),2,13.207GB/s,289.60,271,2025年 08月 08日 星期五 23:14:28 CST
9,16,64K,duet_same,duet_same(8388608),2,13.099GB/s,294.10,271,2025年 08月 08日 星期五 23:15:10 CST
9,16,64K,duet_same,duet_same(4194304),2,13.099GB/s,291.10,271,2025年 08月 08日 星期五 23:15:52 CST
9,16,64K,duet_same,duet_same(2097152),2,13.099GB/s,137.99,273,2025年 08月 08日 星期五 23:16:34 CST
9,16,64K,duet_same,duet_same(1048576),2,7.799GB/s,115.05,274,2025年 08月 08日 星期五 23:17:16 CST
9,16,64K,duet_dual,duet_dual(4194304/3145728),2,12.240GB/s,213.70,271,2025年 08月 08日 星期五 23:17:58 CST
9,16,64K,duet_dual,duet_dual(4194304/2097152),2,11.918GB/s,159.02,272,2025年 08月 08日 星期五 23:18:40 CST
9,16,64K,duet_dual,duet_dual(4194304/1048576),2,11.703GB/s,128.73,274,2025年 08月 08日 星期五 23:19:22 CST
9,16,64K,none,none,3,14.925GB/s,298.87,271,2025年 08月 08日 星期五 23:20:09 CST
9,16,64K,bfq,bfq,3,13.099GB/s,295.17,271,2025年 08月 08日 星期五 23:20:51 CST
9,16,64K,duet_same,duet_same(16777216),3,13.207GB/s,291.22,271,2025年 08月 08日 星期五 23:21:33 CST
9,16,64K,duet_same,duet_same(8388608),3,13.099GB/s,290.28,271,2025年 08月 08日 星期五 23:22:15 CST
9,16,64K,duet_same,duet_same(4194304),3,13.207GB/s,292.88,271,2025年 08月 08日 星期五 23:22:58 CST
9,16,64K,duet_same,duet_same(2097152),3,13.314GB/s,137.90,273,2025年 08月 08日 星期五 23:23:40 CST
9,16,64K,duet_same,duet_same(1048576),3,7.615GB/s,115.73,274,2025年 08月 08日 星期五 23:24:22 CST
9,16,64K,duet_dual,duet_dual(4194304/3145728),3,12.240GB/s,215.83,271,2025年 08月 08日 星期五 23:25:04 CST
9,16,64K,duet_dual,duet_dual(4194304/2097152),3,12.133GB/s,159.50,272,2025年 08月 08日 星期五 23:25:46 CST
9,16,64K,duet_dual,duet_dual(4194304/1048576),3,11.596GB/s,129.41,274,2025年 08月 08日 星期五 23:26:28 CST
10,16,256K,none,none,1,15.032GB/s,1157.21,266,2025年 08月 08日 星期五 23:27:20 CST
10,16,256K,bfq,bfq,1,10.952GB/s,1313.59,266,2025年 08月 08日 星期五 23:28:02 CST
10,16,256K,duet_same,duet_same(16777216),1,10.705GB/s,1374.55,266,2025年 08月 08日 星期五 23:28:44 CST
10,16,256K,duet_same,duet_same(8388608),1,12.025GB/s,615.32,271,2025年 08月 08日 星期五 23:29:26 CST
10,16,256K,duet_same,duet_same(4194304),1,11.918GB/s,304.27,271,2025年 08月 08日 星期五 23:30:08 CST
10,16,256K,duet_same,duet_same(2097152),1,9.814GB/s,170.94,272,2025年 08月 08日 星期五 23:30:50 CST
10,16,256K,duet_same,duet_same(1048576),1,6.465GB/s,130.13,273,2025年 08月 08日 星期五 23:31:32 CST
10,16,256K,duet_dual,duet_dual(4194304/3145728),1,11.596GB/s,218.70,271,2025年 08月 08日 星期五 23:32:14 CST
10,16,256K,duet_dual,duet_dual(4194304/2097152),1,11.596GB/s,158.46,272,2025年 08月 08日 星期五 23:32:56 CST
10,16,256K,duet_dual,duet_dual(4194304/1048576),1,11.811GB/s,130.89,274,2025年 08月 08日 星期五 23:33:38 CST
10,16,256K,none,none,2,15.032GB/s,1157.10,266,2025年 08月 08日 星期五 23:34:25 CST
10,16,256K,bfq,bfq,2,11.059GB/s,1309.61,266,2025年 08月 08日 星期五 23:35:06 CST
10,16,256K,duet_same,duet_same(16777216),2,11.059GB/s,1316.57,266,2025年 08月 08日 星期五 23:35:48 CST
10,16,256K,duet_same,duet_same(8388608),2,12.133GB/s,612.76,271,2025年 08月 08日 星期五 23:36:30 CST
10,16,256K,duet_same,duet_same(4194304),2,12.884GB/s,275.67,271,2025年 08月 08日 星期五 23:37:12 CST
10,16,256K,duet_same,duet_same(2097152),2,9.836GB/s,173.00,272,2025年 08月 08日 星期五 23:37:54 CST
10,16,256K,duet_same,duet_same(1048576),2,6.442GB/s,132.78,273,2025年 08月 08日 星期五 23:38:36 CST
10,16,256K,duet_dual,duet_dual(4194304/3145728),2,11.489GB/s,215.38,271,2025年 08月 08日 星期五 23:39:18 CST
10,16,256K,duet_dual,duet_dual(4194304/2097152),2,11.596GB/s,159.04,272,2025年 08月 08日 星期五 23:40:00 CST
10,16,256K,duet_dual,duet_dual(4194304/1048576),2,11.381GB/s,130.54,274,2025年 08月 08日 星期五 23:40:42 CST
10,16,256K,none,none,3,15.032GB/s,1157.03,266,2025年 08月 08日 星期五 23:41:29 CST
10,16,256K,bfq,bfq,3,11.059GB/s,1314.47,266,2025年 08月 08日 星期五 23:42:11 CST
10,16,256K,duet_same,duet_same(16777216),3,11.059GB/s,1321.42,266,2025年 08月 08日 星期五 23:42:53 CST
10,16,256K,duet_same,duet_same(8388608),3,12.025GB/s,611.43,271,2025年 08月 08日 星期五 23:43:35 CST
10,16,256K,duet_same,duet_same(4194304),3,12.025GB/s,290.80,271,2025年 08月 08日 星期五 23:44:17 CST
10,16,256K,duet_same,duet_same(2097152),3,9.876GB/s,170.07,272,2025年 08月 08日 星期五 23:44:59 CST
10,16,256K,duet_same,duet_same(1048576),3,6.453GB/s,133.60,273,2025年 08月 08日 星期五 23:45:41 CST
10,16,256K,duet_dual,duet_dual(4194304/3145728),3,12.562GB/s,203.13,271,2025年 08月 08日 星期五 23:46:23 CST
10,16,256K,duet_dual,duet_dual(4194304/2097152),3,11.274GB/s,170.98,272,2025年 08月 08日 星期五 23:47:05 CST
10,16,256K,duet_dual,duet_dual(4194304/1048576),3,10.597GB/s,133.84,274,2025年 08月 08日 星期五 23:47:47 CST
11,16,1M,none,none,1,10.952GB/s,5597.33,266,2025年 08月 08日 星期五 23:48:39 CST
11,16,1M,bfq,bfq,1,10.425GB/s,2853.10,266,2025年 08月 08日 星期五 23:49:21 CST
11,16,1M,duet_same,duet_same(16777216),1,10.844GB/s,1390.26,266,2025年 08月 08日 星期五 23:50:03 CST
11,16,1M,duet_same,duet_same(8388608),1,10.952GB/s,685.19,271,2025年 08月 08日 星期五 23:50:44 CST
11,16,1M,duet_same,duet_same(4194304),1,10.844GB/s,328.45,271,2025年 08月 08日 星期五 23:51:26 CST
11,16,1M,duet_same,duet_same(2097152),1,9.743GB/s,189.62,271,2025年 08月 08日 星期五 23:52:08 CST
11,16,1M,duet_same,duet_same(1048576),1,8.207GB/s,155.20,272,2025年 08月 08日 星期五 23:52:50 CST
11,16,1M,duet_dual,duet_dual(4194304/3145728),1,10.737GB/s,246.13,271,2025年 08月 08日 星期五 23:53:32 CST
11,16,1M,duet_dual,duet_dual(4194304/2097152),1,10.737GB/s,185.66,271,2025年 08月 08日 星期五 23:54:14 CST
11,16,1M,duet_dual,duet_dual(4194304/1048576),1,10.737GB/s,151.57,273,2025年 08月 08日 星期五 23:54:56 CST
11,16,1M,none,none,2,10.952GB/s,5547.07,266,2025年 08月 08日 星期五 23:55:43 CST
11,16,1M,bfq,bfq,2,10.399GB/s,2862.72,266,2025年 08月 08日 星期五 23:56:25 CST
11,16,1M,duet_same,duet_same(16777216),2,10.844GB/s,1394.43,266,2025年 08月 08日 星期五 23:57:07 CST
11,16,1M,duet_same,duet_same(8388608),2,10.844GB/s,688.40,271,2025年 08月 08日 星期五 23:57:49 CST
11,16,1M,duet_same,duet_same(4194304),2,10.844GB/s,323.53,271,2025年 08月 08日 星期五 23:58:31 CST
11,16,1M,duet_same,duet_same(2097152),2,9.767GB/s,192.81,271,2025年 08月 08日 星期五 23:59:13 CST
11,16,1M,duet_same,duet_same(1048576),2,8.198GB/s,150.23,272,2025年 08月 08日 星期五 23:59:55 CST
11,16,1M,duet_dual,duet_dual(4194304/3145728),2,10.737GB/s,250.60,271,2025年 08月 09日 星期六 00:00:37 CST
11,16,1M,duet_dual,duet_dual(4194304/2097152),2,10.737GB/s,184.65,271,2025年 08月 09日 星期六 00:01:19 CST
11,16,1M,duet_dual,duet_dual(4194304/1048576),2,10.737GB/s,150.61,273,2025年 08月 09日 星期六 00:02:01 CST
11,16,1M,none,none,3,10.952GB/s,5327.81,266,2025年 08月 09日 星期六 00:02:48 CST
11,16,1M,bfq,bfq,3,10.389GB/s,2852.91,266,2025年 08月 09日 星期六 00:03:30 CST
11,16,1M,duet_same,duet_same(16777216),3,10.844GB/s,1396.01,266,2025年 08月 09日 星期六 00:04:12 CST
11,16,1M,duet_same,duet_same(8388608),3,10.844GB/s,684.68,271,2025年 08月 09日 星期六 00:04:54 CST
11,16,1M,duet_same,duet_same(4194304),3,10.737GB/s,327.01,271,2025年 08月 09日 星期六 00:05:36 CST
11,16,1M,duet_same,duet_same(2097152),3,9.791GB/s,194.22,271,2025年 08月 09日 星期六 00:06:18 CST
11,16,1M,duet_same,duet_same(1048576),3,8.227GB/s,148.62,272,2025年 08月 09日 星期六 00:07:00 CST
